date,location,category,title,price_student,price_guest,price_per_100_g,icons,allergens,co2_portion,c02_100g,kj_portion,kcal_portion,fat_portion,sfat_portion,carbs_portion,sugar_portion,protein_portion,salt_portion,kj_100g,kcal_100g,fat_100g,sfat_100g,carbs_100g,sugar_100g,protein_100g,salt_100g
"2023-03-28","MENSA STUTTGART-VAIHINGEN","DESSERT","Käsesahne Creme","1.19","1.59","false","vegetarisch","La","442.1","356.5","652.2","156.0","3.1","2.2"," 23.0 ","19.8 ","9.0 ","0.2 ","525.9","126.0","2.5","1.8"," 18.5 ","15.9 ","7.3 ","0.2 "
"2023-03-28","MENSA STUTTGART-VAIHINGEN","BUFFET","Salatbuffet","1.10","1.60","true","vegetarisch","2, 3, 5, 8, 10, Ei, La, Sl, Sf, Se, Sw, GlW","2961.4","88.7","9999.9","999.9","242.8","37.4"," 379.1 ","187.5 ","76.5 ","36.4 ","526.3","126.0","7.4","1.1"," 11.8 ","5.9 ","2.2 ","1.1 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","VORSPEISE","Zwiebelsuppe mit Weißwein","0.99","1.39","false","vegan","11, Sl, Sw, GlW","68.6","27.4","367.4","88.0","5.6","2.8"," 6.2 ","1.5 ","1.2 ","0.3 ","147.0","35.0","2.3","1.1"," 2.5 ","0.6 ","0.5 ","0.1 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","VEGANER RENNER","Rotes-Linsen-Kartoffel-Curry mit Rosinen","2.99","5.49","false","vegan,veganer renner,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","Sl","151.2","30.9","1944.7","464.0","2.5","0.4"," 80.7 ","9.9 ","24.0 ","0.6 ","396.9","95.0","0.5","0.1"," 16.5 ","2.0 ","4.9 ","0.1 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Bami Noodles","3.90","6.40","false","geflügel","So, Sl, GlW","945.2","210.1","2133.9","510.0","7.7","1.2"," 71.8 ","22.0 ","33.8 ","7.8 ","474.2","113.0","1.7","0.3"," 16.0 ","4.9 ","7.5 ","1.7 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Cordon bleu vom Schwein mit Bratensauce und Pommes frites","5.40","7.90","false","schwein","La, GlW","2491.0","498.2","5158.9","999.9","76.7","26.2"," 62.7 ","6.8 ","70.9 ","3.1 ","1031.8","246.0","15.3","5.2"," 12.5 ","1.4 ","14.2 ","0.6 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","AKTION","Burger Bar","1.10","1.60","true","rind/schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","1, 2, 3, 5, 7, 8, Ei, La, Sf, Se, Sw, GlW, GlD, GlR, GlG, GlH","410.1","","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 ","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Ingwer-Ananas mit Duftreis Hähnchenstreifen zum Wokgericht","1.10","1.60","true","geflügel"," 
													
CO2 pro Portion1263.9 gNährwerte pro PortionBrennwert: 2947.6 kj / 704.0 kcalFett: 5.0 g - davon ges. FS: 1.0 gKohlenhydrate: 114.2 g - davon Zucker: 27.3 gEiweiß: 42.6 gSalz: 5.4 g


 ","1263.9","","2947.6","704.0","5.0","1.0"," 114.2 ","27.3 ","42.6 ","5.4 ","2947.6","704.0","5.0","1.0"," 114.2 ","27.3 ","42.6 ","5.4 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Ingwer-Ananas mit Duftreis","1.10","1.60","true","vegan,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet."," 
													
CO2 pro Portion511.9 gNährwerte pro PortionBrennwert: 2455.6 kj / 587.0 kcalFett: 3.1 g - davon ges. FS: 0.4 gKohlenhydrate: 112.8 g - davon Zucker: 26.7 gEiweiß: 19.6 gSalz: 3.9 g


 ","511.9","","2455.6","587.0","3.1","0.4"," 112.8 ","26.7 ","19.6 ","3.9 ","2455.6","587.0","3.1","0.4"," 112.8 ","26.7 ","19.6 ","3.9 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","AKTION","Flammkuchen Elsässer Art","4.95","7.45","false","schwein","1, 3, La, GlW","1006.0","335.3","3222.2","770.0","39.0","19.2"," 81.1 ","3.0 ","23.7 ","4.7 ","1074.1","257.0","13.0","6.4"," 27.0 ","1.0 ","7.9 ","1.6 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","BEILAGE","Frühlingsgemüse","0.99","1.39","false","vegetarisch","3, La","250.0","125.0","710.2","170.0","7.8","4.1"," 16.3 ","7.7 ","6.3 ","0.5 ","355.1","85.0","3.9","2.1"," 8.2 ","3.9 ","3.2 ","0.3 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","BEILAGE","Pommes frites","1.19","1.59","false","vegan"," 
													
CO2 pro Portion1292.4 gNährwerte pro PortionBrennwert: 1961.2 kj / 468.0 kcalFett: 28.3 g - davon ges. FS: 6.4 gKohlenhydrate: 46.2 g - davon Zucker: 1.1 gEiweiß: 5.5 gSalz: 1.1 g
CO2 pro 100 g587.5 gNährwerte pro 100 gBrennwert: 891.5 kj / 213.0 kcalFett: 12.9 g - davon ges. FS: 2.9 gKohlenhydrate: 21.0 g - davon Zucker: 0.5 gEiweiß: 2.5 gSalz: 0.5 g

 ","1292.4","587.5","1961.2","468.0","28.3","6.4"," 46.2 ","1.1 ","5.5 ","1.1 ","891.5","213.0","12.9","2.9"," 21.0 ","0.5 ","2.5 ","0.5 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","BEILAGE","Salzkartoffeln","0.99","1.39","false","vegan"," 
													
CO2 pro Portion37.8 gNährwerte pro PortionBrennwert: 745.0 kj / 178.0 kcalFett: 0.3 g - davon ges. FS: 0.0 gKohlenhydrate: 37.0 g - davon Zucker: 2.0 gEiweiß: 5.0 gSalz: 0.5 g
CO2 pro 100 g15.1 gNährwerte pro 100 gBrennwert: 298.0 kj / 71.0 kcalFett: 0.1 g - davon ges. FS: 0.0 gKohlenhydrate: 14.8 g - davon Zucker: 0.8 gEiweiß: 2.0 gSalz: 0.2 g

 ","37.8","15.1","745.0","178.0","0.3","0.0"," 37.0 ","2.0 ","5.0 ","0.5 ","298.0","71.0","0.1","0.0"," 14.8 ","0.8 ","2.0 ","0.2 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","SALAT","Beilagensalat","0.99","1.39","false","vegan"," 
													
CO2 pro Portion14.9 gNährwerte pro PortionBrennwert: 41.5 kj / 10.0 kcalFett: 0.1 g - davon ges. FS: 0.0 gKohlenhydrate: 1.1 g - davon Zucker: 0.9 gEiweiß: 0.8 gSalz: 0.1 g
CO2 pro 100 g29.8 gNährwerte pro 100 gBrennwert: 83.0 kj / 20.0 kcalFett: 0.2 g - davon ges. FS: 0.1 gKohlenhydrate: 2.2 g - davon Zucker: 1.8 gEiweiß: 1.6 gSalz: 0.1 g

 ","14.9","29.8","41.5","10.0","0.1","0.0"," 1.1 ","0.9 ","0.8 ","0.1 ","83.0","20.0","0.2","0.1"," 2.2 ","1.8 ","1.6 ","0.1 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","DESSERT","Mousse au chocolat","1.19","1.59","false","","La, GeR","296.1","266.8","935.3","223.0","11.7","7.9"," 22.5 ","18.3 ","5.8 ","0.2 ","842.6","201.0","10.5","7.1"," 20.2 ","16.5 ","5.3 ","0.2 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","DESSERT","Früchtemüsli","1.19","1.59","false","vegetarisch","3, La, GlG, GlH, NuM, NuH","649.8","345.6","1060.4","253.0","6.6","2.1"," 35.7 ","19.2 ","11.1 ","0.2 ","564.1","135.0","3.5","1.1"," 19.0 ","10.2 ","5.9 ","0.1 "
"2023-03-29","MENSA STUTTGART-VAIHINGEN","BUFFET","Salatbuffet","1.10","1.60","true","vegetarisch","2, 3, 5, 8, 10, Ei, La, Sl, Sf, Se, Sw, GlW","2961.4","88.7","9999.9","999.9","242.8","37.4"," 379.1 ","187.5 ","76.5 ","36.4 ","526.3","126.0","7.4","1.1"," 11.8 ","5.9 ","2.2 ","1.1 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","VORSPEISE","Indische Currysuppe","0.99","1.39","false","vegetarisch","La, Sl, GlW","179.3","71.7","568.2","136.0","11.6","6.8"," 5.9 ","2.1 ","1.9 ","0.3 ","227.3","54.0","4.7","2.7"," 2.4 ","0.8 ","0.7 ","0.1 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","VEGANER RENNER","Veganes Pilz-Spinat-Risotto","2.99","5.49","false","vegan,veganer renner,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","11, Sl, Sw","716.3","119.4","3102.6","741.0","26.4","9.4"," 102.5 ","2.0 ","15.4 ","0.8 ","517.1","124.0","4.4","1.6"," 17.1 ","0.3 ","2.6 ","0.1 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Chili con Carne und Reis","4.40","6.90","false","rind","Sl","1541.1","217.1","2963.3","708.0","18.6","6.1"," 92.6 ","15.2 ","35.5 ","8.1 ","417.4","100.0","2.6","0.9"," 13.0 ","2.1 ","5.0 ","1.2 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Grünkohl-Hanfküchle mit Karottensauce und Petersilienkartoffeln","4.80","7.30","false","vegan,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","GlW, GlH","166.7","34.7","2443.6","584.0","27.1","6.5"," 67.8 ","8.5 ","13.4 ","2.5 ","508.0","121.0","5.6","1.4"," 14.1 ","1.8 ","2.8 ","0.5 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","AKTION","Burger Bar","1.10","1.60","true","rind/schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","1, 2, 3, 5, 7, 8, Ei, La, Sf, Se, Sw, GlW, GlD, GlR, GlG, GlH","410.1","","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 ","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Ingwer-Ananas mit Duftreis Hähnchenstreifen zum Wokgericht","1.10","1.60","true","geflügel"," 
													
CO2 pro Portion1263.9 gNährwerte pro PortionBrennwert: 2947.6 kj / 704.0 kcalFett: 5.0 g - davon ges. FS: 1.0 gKohlenhydrate: 114.2 g - davon Zucker: 27.3 gEiweiß: 42.6 gSalz: 5.4 g


 ","1263.9","","2947.6","704.0","5.0","1.0"," 114.2 ","27.3 ","42.6 ","5.4 ","2947.6","704.0","5.0","1.0"," 114.2 ","27.3 ","42.6 ","5.4 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Ingwer-Ananas mit Duftreis","1.10","1.60","true","vegan,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet."," 
													
CO2 pro Portion511.9 gNährwerte pro PortionBrennwert: 2455.6 kj / 587.0 kcalFett: 3.1 g - davon ges. FS: 0.4 gKohlenhydrate: 112.8 g - davon Zucker: 26.7 gEiweiß: 19.6 gSalz: 3.9 g


 ","511.9","","2455.6","587.0","3.1","0.4"," 112.8 ","26.7 ","19.6 ","3.9 ","2455.6","587.0","3.1","0.4"," 112.8 ","26.7 ","19.6 ","3.9 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","AKTION","Flammkuchen Elsässer Art","4.95","7.45","false","schwein","1, 3, La, GlW","1006.0","335.3","3222.2","770.0","39.0","19.2"," 81.1 ","3.0 ","23.7 ","4.7 ","1074.1","257.0","13.0","6.4"," 27.0 ","1.0 ","7.9 ","1.6 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","BEILAGE","Rahmlauchgemüse","0.99","1.39","false","vegetarisch","La, GlW","190.2","95.1","649.9","155.0","8.8","5.1"," 10.6 ","6.5 ","4.8 ","0.8 ","324.9","78.0","4.4","2.6"," 5.3 ","3.3 ","2.4 ","0.4 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","BEILAGE","Pommes frites","1.19","1.59","false","vegan"," 
													
CO2 pro Portion1292.4 gNährwerte pro PortionBrennwert: 1961.2 kj / 468.0 kcalFett: 28.3 g - davon ges. FS: 6.4 gKohlenhydrate: 46.2 g - davon Zucker: 1.1 gEiweiß: 5.5 gSalz: 1.1 g
CO2 pro 100 g587.5 gNährwerte pro 100 gBrennwert: 891.5 kj / 213.0 kcalFett: 12.9 g - davon ges. FS: 2.9 gKohlenhydrate: 21.0 g - davon Zucker: 0.5 gEiweiß: 2.5 gSalz: 0.5 g

 ","1292.4","587.5","1961.2","468.0","28.3","6.4"," 46.2 ","1.1 ","5.5 ","1.1 ","891.5","213.0","12.9","2.9"," 21.0 ","0.5 ","2.5 ","0.5 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","BEILAGE","Petersilienkartoffeln","0.99","1.39","false","vegan"," 
													
CO2 pro Portion44.8 gNährwerte pro PortionBrennwert: 895.5 kj / 214.0 kcalFett: 4.3 g - davon ges. FS: 2.1 gKohlenhydrate: 37.1 g - davon Zucker: 2.0 gEiweiß: 5.0 gSalz: 0.5 g
CO2 pro 100 g17.9 gNährwerte pro 100 gBrennwert: 358.2 kj / 86.0 kcalFett: 1.7 g - davon ges. FS: 0.8 gKohlenhydrate: 14.8 g - davon Zucker: 0.8 gEiweiß: 2.0 gSalz: 0.2 g

 ","44.8","17.9","895.5","214.0","4.3","2.1"," 37.1 ","2.0 ","5.0 ","0.5 ","358.2","86.0","1.7","0.8"," 14.8 ","0.8 ","2.0 ","0.2 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","SALAT","Beilagensalat","0.99","1.39","false","vegan"," 
													
CO2 pro Portion14.9 gNährwerte pro PortionBrennwert: 41.5 kj / 10.0 kcalFett: 0.1 g - davon ges. FS: 0.0 gKohlenhydrate: 1.1 g - davon Zucker: 0.9 gEiweiß: 0.8 gSalz: 0.1 g
CO2 pro 100 g29.8 gNährwerte pro 100 gBrennwert: 83.0 kj / 20.0 kcalFett: 0.2 g - davon ges. FS: 0.1 gKohlenhydrate: 2.2 g - davon Zucker: 1.8 gEiweiß: 1.6 gSalz: 0.1 g

 ","14.9","29.8","41.5","10.0","0.1","0.0"," 1.1 ","0.9 ","0.8 ","0.1 ","83.0","20.0","0.2","0.1"," 2.2 ","1.8 ","1.6 ","0.1 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","DESSERT","Kokosmilchreis mit Mango","1.19","1.59","false","vegan","So","1145.5","458.2","1493.1","357.0","16.4","12.5"," 46.0 ","29.2 ","5.6 ","0.4 ","597.3","143.0","6.5","5.0"," 18.4 ","11.7 ","2.2 ","0.2 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","DESSERT","Rote Grütze mit Dessertsoße Vanille","1.19","1.59","false","vegetarisch","La","311.5","66.0","1734.3","414.0","4.6","2.6"," 49.3 ","42.6 ","5.1 ","0.2 ","367.4","88.0","1.0","0.6"," 10.5 ","9.0 ","1.1 ","0.0 "
"2023-03-30","MENSA STUTTGART-VAIHINGEN","BUFFET","Salatbuffet","1.10","1.60","true","vegetarisch","2, 3, 5, 8, 10, Ei, La, Sl, Sf, Se, Sw, GlW","2961.4","88.7","9999.9","999.9","242.8","37.4"," 379.1 ","187.5 ","76.5 ","36.4 ","526.3","126.0","7.4","1.1"," 11.8 ","5.9 ","2.2 ","1.1 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","VORSPEISE","Grüne Bohnensuppe","0.99","1.39","false","vegan","Sl","86.0","34.4","124.0","30.0","0.1","0.1"," 3.6 ","1.3 ","1.8 ","0.6 ","49.6","12.0","0.1","0.0"," 1.4 ","0.5 ","0.7 ","0.2 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","VEGANER RENNER","Gemüse-Knusperfrikadelle mit veganer Kräutercremesauce und Reis","2.99","5.49","false","vegan,veganer renner,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","Sl, GlW, GlH","320.5","70.4","2428.9","580.0","28.5","6.1"," 72.0 ","7.2 ","8.0 ","1.5 ","533.8","127.0","6.3","1.4"," 15.8 ","1.6 ","1.8 ","0.3 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Waldpilzragout mit Kartoffelplätzchen und Sour-Cream Dip","4.70","7.20","false","vegetarisch,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","La, Sl, GlW","667.7","115.5","2986.5","713.0","46.5","20.1"," 53.1 ","8.5 ","16.2 ","3.7 ","516.7","123.0","8.0","3.5"," 9.2 ","1.5 ","2.8 ","0.6 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Backfisch mit Frankfurter Grüne Sauce und Salzkartoffeln","5.40","7.90","false","msc-zertifizierter fisch (msc-c-51632)","Ei, La, Sf, GlW","1018.6","164.6","3472.0","829.0","41.2","8.1"," 66.8 ","6.4 ","44.0 ","2.0 ","560.9","134.0","6.7","1.3"," 10.8 ","1.0 ","7.1 ","0.3 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","AKTION","Burger Bar","1.10","1.60","true","rind/schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","1, 2, 3, 5, 7, 8, Ei, La, Sf, Se, Sw, GlW, GlD, GlR, GlG, GlH","410.1","","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 ","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Ingwer-Ananas mit Duftreis Hähnchenstreifen zum Wokgericht","1.10","1.60","true","geflügel"," 
													
CO2 pro Portion1263.9 gNährwerte pro PortionBrennwert: 2947.6 kj / 704.0 kcalFett: 5.0 g - davon ges. FS: 1.0 gKohlenhydrate: 114.2 g - davon Zucker: 27.3 gEiweiß: 42.6 gSalz: 5.4 g


 ","1263.9","","2947.6","704.0","5.0","1.0"," 114.2 ","27.3 ","42.6 ","5.4 ","2947.6","704.0","5.0","1.0"," 114.2 ","27.3 ","42.6 ","5.4 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Ingwer-Ananas mit Duftreis","1.10","1.60","true","vegan,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet."," 
													
CO2 pro Portion511.9 gNährwerte pro PortionBrennwert: 2455.6 kj / 587.0 kcalFett: 3.1 g - davon ges. FS: 0.4 gKohlenhydrate: 112.8 g - davon Zucker: 26.7 gEiweiß: 19.6 gSalz: 3.9 g


 ","511.9","","2455.6","587.0","3.1","0.4"," 112.8 ","26.7 ","19.6 ","3.9 ","2455.6","587.0","3.1","0.4"," 112.8 ","26.7 ","19.6 ","3.9 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","AKTION","Flammkuchen Elsässer Art","4.95","7.45","false","schwein","1, 3, La, GlW","1006.0","335.3","3222.2","770.0","39.0","19.2"," 81.1 ","3.0 ","23.7 ","4.7 ","1074.1","257.0","13.0","6.4"," 27.0 ","1.0 ","7.9 ","1.6 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","BEILAGE","Gemischtes Gemüse","0.99","1.39","false","vegan","Sl","156.7","78.3","463.5","111.0","4.3","2.2"," 10.1 ","6.0 ","4.4 ","0.6 ","231.8","55.0","2.2","1.1"," 5.1 ","3.0 ","2.2 ","0.3 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","BEILAGE","Pommes frites","1.19","1.59","false","vegan"," 
													
CO2 pro Portion1292.4 gNährwerte pro PortionBrennwert: 1961.2 kj / 468.0 kcalFett: 28.3 g - davon ges. FS: 6.4 gKohlenhydrate: 46.2 g - davon Zucker: 1.1 gEiweiß: 5.5 gSalz: 1.1 g
CO2 pro 100 g587.5 gNährwerte pro 100 gBrennwert: 891.5 kj / 213.0 kcalFett: 12.9 g - davon ges. FS: 2.9 gKohlenhydrate: 21.0 g - davon Zucker: 0.5 gEiweiß: 2.5 gSalz: 0.5 g

 ","1292.4","587.5","1961.2","468.0","28.3","6.4"," 46.2 ","1.1 ","5.5 ","1.1 ","891.5","213.0","12.9","2.9"," 21.0 ","0.5 ","2.5 ","0.5 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","BEILAGE","Reis","0.99","1.39","false","vegan"," 
													
CO2 pro Portion219.4 gNährwerte pro PortionBrennwert: 1204.3 kj / 288.0 kcalFett: 4.6 g - davon ges. FS: 2.2 gKohlenhydrate: 55.3 g - davon Zucker: 0.2 gEiweiß: 5.1 gSalz: 1.0 g
CO2 pro 100 g104.5 gNährwerte pro 100 gBrennwert: 573.5 kj / 137.0 kcalFett: 2.2 g - davon ges. FS: 1.0 gKohlenhydrate: 26.3 g - davon Zucker: 0.1 gEiweiß: 2.4 gSalz: 0.5 g

 ","219.4","104.5","1204.3","288.0","4.6","2.2"," 55.3 ","0.2 ","5.1 ","1.0 ","573.5","137.0","2.2","1.0"," 26.3 ","0.1 ","2.4 ","0.5 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","BEILAGE","Petersilienkartoffeln","0.99","1.39","false","vegan"," 
													
CO2 pro Portion44.8 gNährwerte pro PortionBrennwert: 895.5 kj / 214.0 kcalFett: 4.3 g - davon ges. FS: 2.1 gKohlenhydrate: 37.1 g - davon Zucker: 2.0 gEiweiß: 5.0 gSalz: 0.5 g
CO2 pro 100 g17.9 gNährwerte pro 100 gBrennwert: 358.2 kj / 86.0 kcalFett: 1.7 g - davon ges. FS: 0.8 gKohlenhydrate: 14.8 g - davon Zucker: 0.8 gEiweiß: 2.0 gSalz: 0.2 g

 ","44.8","17.9","895.5","214.0","4.3","2.1"," 37.1 ","2.0 ","5.0 ","0.5 ","358.2","86.0","1.7","0.8"," 14.8 ","0.8 ","2.0 ","0.2 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","SALAT","Beilagensalat","0.99","1.39","false","vegan"," 
													
CO2 pro Portion14.9 gNährwerte pro PortionBrennwert: 41.5 kj / 10.0 kcalFett: 0.1 g - davon ges. FS: 0.0 gKohlenhydrate: 1.1 g - davon Zucker: 0.9 gEiweiß: 0.8 gSalz: 0.1 g
CO2 pro 100 g29.8 gNährwerte pro 100 gBrennwert: 83.0 kj / 20.0 kcalFett: 0.2 g - davon ges. FS: 0.1 gKohlenhydrate: 2.2 g - davon Zucker: 1.8 gEiweiß: 1.6 gSalz: 0.1 g

 ","14.9","29.8","41.5","10.0","0.1","0.0"," 1.1 ","0.9 ","0.8 ","0.1 ","83.0","20.0","0.2","0.1"," 2.2 ","1.8 ","1.6 ","0.1 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","DESSERT","Nuss-Nougat-Pudding","1.19","1.59","false","vegetarisch","La, NuH","372.0","186.0","1014.0","242.0","7.2","4.4"," 38.0 ","30.0 ","5.8 ","0.5 ","507.0","121.0","3.6","2.2"," 19.0 ","15.0 ","2.9 ","0.2 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","DESSERT","Ananasquark","1.19","1.59","false","vegetarisch","La","1149.2","491.1","909.7","217.0","5.1","3.0"," 32.6 ","32.6 ","9.1 ","0.3 ","388.7","93.0","2.2","1.3"," 13.9 ","13.9 ","3.9 ","0.1 "
"2023-03-31","MENSA STUTTGART-VAIHINGEN","BUFFET","Salatbuffet","1.10","1.60","true","vegetarisch","2, 3, 5, 8, 10, Ei, La, Sl, Sf, Se, Sw, GlW","2961.4","88.7","9999.9","999.9","242.8","37.4"," 379.1 ","187.5 ","76.5 ","36.4 ","526.3","126.0","7.4","1.1"," 11.8 ","5.9 ","2.2 ","1.1 "
"2023-04-03","MENSA STUTTGART-VAIHINGEN","VORSPEISE","Kräuter-Pilzsuppe","0.99","1.39","false","vegetarisch","3, La, Sl, GlW","173.7","69.5","247.9","59.0","3.3","2.0"," 4.5 ","0.8 ","3.0 ","0.6 ","99.2","24.0","1.3","0.8"," 1.8 ","0.3 ","1.2 ","0.2 "
"2023-04-03","MENSA STUTTGART-VAIHINGEN","VEGANER RENNER","Penne mit Champignons und Cocktailtomaten","2.99","5.49","false","vegan,veganer renner,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","GlW","286.6","57.3","2289.2","547.0","11.4","1.4"," 89.7 ","7.1 ","17.5 ","2.0 ","457.8","109.0","2.3","0.3"," 17.9 ","1.4 ","3.5 ","0.4 "
